iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit_of_measurement,value,source
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,95.0,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,0.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,667.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,8130.0,CTS
POL,Poland,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,1310.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,2217.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,926.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,302.0,CTS
THA,Thailand,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,1010.0,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,127.0,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,17740.0,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,160300.0,CTS/NSO
VAT,Holy See,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2014,Counts,0.0,CTS
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,488.0,CTS
AND,Andorra,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,0.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,4361.0,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,848.0,CTS
CHN,China,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,240113.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,17098.0,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,1175.0,CTS
CYP,Cyprus,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,70.0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,1885.0,CTS
DZA,Algeria,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,7203.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,11933.0,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,619.0,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,8094.0,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,9987.0,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,70.0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,14.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,147.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,1262.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,10399.0,CTS
JAM,Jamaica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,191.0,CTS
LIE,Liechtenstein,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,0.0,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,22.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,328.0,CTS
MCO,Monaco,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,0.0,CTS
MDG,Madagascar,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,47.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,7534.0,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,176.0,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,184.0,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,0.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,6522.0,CTS
POL,Poland,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,1356.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,2294.0,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,1117.0,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,1654.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,930.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,290.0,CTS
SYR,Syrian Arab Republic,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,1832.0,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,123.0,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,17097.0,CTS
VAT,Holy See,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2015,Counts,0.0,CTS
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,398.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,4034.0,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,5149.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,139.0,CTS/MoI
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,801.0,CTS
CYP,Cyprus,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,153.0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,2176.0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,0.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,10761.0,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,10582.0,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,469.0,CTS
GNB,Guinea-Bissau,Africa,Sub-Saharan Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,9.0,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,1193.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,19025.0,CTS
KOR,Republic of Korea,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,889.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,540.0,CTS
LUX,Luxembourg,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,148.0,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,46.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,344.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,14990.0,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,157.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,690.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,11774.0,CTS
PHL,Philippines,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,2039.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,2187.0,CTS
ROU,Romania,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,1352.0,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,84087.0,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,1643.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,934.0,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,148.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,240.0,CTS
THA,Thailand,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,39568.0,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2016,Counts,35162.0,CTS
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,1590.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,5691.0,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,5570.0,CTS
BMU,Bermuda,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,35.0,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,898.0,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,9276.0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,2296.0,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,2940.0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,0.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,9617.0,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,585.0,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,10851.0,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,123.0,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,2930.0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,15.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,295.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,1986.0,CTS
ISL,Iceland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,12.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,19887.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,676.0,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,524.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,351.0,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,340.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,25870.0,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,128.0,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,153.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,706.0,CTS
PHL,Philippines,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,466.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,1930.0,CTS
ROU,Romania,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,1153.0,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,84287.0,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,1696.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,956.0,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,217.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,231.0,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2017,Counts,215100.0,CTS/NSO
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,1706.0,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,4434.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,6311.0,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,5030.0,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,266.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,79.0,CTS/MoI
BMU,Bermuda,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,27.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,1628.0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,23.0,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,898.0,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,9060.0,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,2847.0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,5.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,8891.0,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,10575.0,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,120.0,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,2775.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,159.0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,3284.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,1316.0,CTS
ISL,Iceland,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,17.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,21174.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,607.0,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,542.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,466.0,CTS
MAR,Morocco,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,19473.0,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,613.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,26404.0,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,139.0,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,111.0,CTS
MNG,Mongolia,Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,45.0,CTS
NIC,Nicaragua,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,877.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,680.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,11248.0,CTS
PHL,Philippines,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,54384.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,1652.0,CTS
ROU,Romania,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,936.0,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,85182.0,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,1814.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,994.0,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,126.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,225.0,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,56235.0,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2018,Counts,129900.0,CTS/NSO
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,1580.0,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,4666.0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,5.0,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,5108.0,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,225.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,79.0,CTS/MoI
BMU,Bermuda,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,28.0,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,1180.0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,30.0,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,925.0,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,9301.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,25897.0,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,2882.0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,16.0,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,2517.0,NGO/CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,8276.0,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,13755.0,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,3642.0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,26.0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,777.0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,3098.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,3435.0,CTS
IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,5.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,21318.0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,720.0,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,625.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,497.0,CTS
MAR,Morocco,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,21125.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,12420.0,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,115.0,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,165.0,CTS
NIC,Nicaragua,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,623.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,629.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,16279.0,CTS
PHL,Philippines,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,52563.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,1849.0,CTS
ROU,Romania,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,928.0,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,82592.0,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,935.0,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,1798.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,1051.0,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,151.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,237.0,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,64169.0,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2019,Counts,124600.0,CTS/NSO
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,1311.0,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,5802.0,CTS
ARM,Armenia,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,83.0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,2.0,CTS
AZE,Azerbaijan,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,5425.0,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,205.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,59.0,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,1199.0,CTS
